0,736911779;0,672004146
0,115394183;0,115138259
0,730238804;0,667047567
0,274486391;0,271052591
0,380747353;0,371614407
0,885712903;0,774366264
0,111842609;0,111609586
0,649481573;0,604773613
0,630839612;0,58982298
0,393963571;0,383851362
0,578755699;0,546982701
0,298359431;0,293952514
0,20392091;0,202510547
0,983461101;0,832420304
0,237930007;0,235691456
0,288420723;0,284438536
0,546141349;0,519393752
0,16846242;0,167666734
0,00074925;0,00074925
0,348931639;0,341894023
0,715800236;0,65622146
0,554314864;0,526360879
0,878191834;0,769585545
0,504042272;0,482969039
0,343937916;0,337196985
0,184236806;0,183196309
0,373506023;0,364881964
0,127147439;0,126805128
0,824932902;0,734502251
0,171950222;0,171104135
0,600963665;0,565437558
0,815639442;0,728164023
0,054123688;0,054097267
0,512969216;0,490766459
0,511138908;0,489170905
0,611760815;0,57430982
0,076790427;0,07671498
0,789666261;0,710118332
0,797959995;0,715933314
0,516411205;0,49376252
0,366873113;0,358698386
0,698184106;0,642827753
0,456941894;0,441205812
0,251641249;0,248993852
0,158151861;0,157493402
0,231350823;0,229292566
0,965485717;0,822325395
0,711234516;0,652769484
0,602615729;0,566799394
0,383777754;0,374426081
0,00016886;0,00016886
0,774931825;0,699667368
0,782322239;0,704928432
0,134306451;0,13390304
0,04944363;0,049423486
0,27605478;0,272561932
0,112831824;0,112592566
0,017484977;0,017484086
0,025784448;0,025781591
0,494524943;0,474613562
0,968147035;0,823836818
0,159562163;0,158885946
0,293387487;0,289196617
0,756275194;0,686216799
0,230907432;0,228860966
0,924159259;0,798114494
0,928134196;0,800503105
0,69404246;0,639649704
0,493021408;0,473289624
0,933477216;0,803693888
0,153690602;0,153086267
0,602349268;0,566579848
0,45403896;0,438598846
0,951478743;0,814274775
0,810894378;0,724903557
0,85454691;0,754273512
0,193246214;0,19204569
0,094916479;0,094774024
0,882381208;0,772253882
0,306721526;0,301934802
0,435568207;0,421925623
0,080048915;0,079963452
0,471753676;0,45444911
0,397102408;0,386747852
0,932699224;0,803230707
